District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 11,"Mccormick, Karen",15.57,11/15/21 0:00,Residence Inn,Breckenridge,CO,80424,"Food, Beverages and Meals",
House District 11,"Mccormick, Karen",9.71,11/17/21 0:00,Capitol Market,Denver,CO,80203,"Food, Beverages and Meals",
House District 11,"Mccormick, Karen",42.11,11/18/21 0:00,Sams Club,Longmont,CO,80501,Travel & Lodging,Gas
House District 11,"Mccormick, Karen",63.08,11/24/21 0:00,Comcast,Centennial,CO,80112,Office Equipment & Supplies,
House District 11,"Mccormick, Karen",1000,11/29/21 0:00,Jewish Colorado,Denver,CO,80246,Travel & Lodging,State Trip
House District 11,"Mccormick, Karen",12,11/30/21 0:00,Google Llc,Mountain View,CA,94043,Office Equipment & Supplies,
House District 11,"Mccormick, Karen",3350,11/30/21 0:00,Colorado Democratic Party,Denver,CO,80203,Other,Dues
House District 11,"Mccormick, Karen",260,12/2/21 0:00,Mailchimp - The Rocket Science Group Llc,Atlanta,GA,30308,Advertising,
House District 11,"Mccormick, Karen",37.79,12/6/21 0:00,Sams Club,Longmont,CO,80501,Travel & Lodging,Gas
House District 11,"Mccormick, Karen",75,12/10/21 0:00,Facebook,Menlo Park,CA,94205,Advertising,
House District 11,"Mccormick, Karen",26.28,12/13/21 0:00,Facebook,Menlo Park,CA,94205,Advertising,
House District 11,"Mccormick, Karen",17.78,12/16/21 0:00,Act Blue Llc,Somerville,MA,2144,Bank Fees,Act Blue Fees
House District 11,"Mccormick, Karen",130.31,12/16/21 0:00,Act Blue Llc,Somerville,MA,2144,Bank Fees,Act Blue Fees
House District 11,"Mccormick, Karen",12,12/17/21 0:00,Rps Parking,Denver,CO,80202,Travel & Lodging,Parking
House District 11,"Mccormick, Karen",43.19,12/17/21 0:00,Phillips 66,Longmont,CO,80501,Travel & Lodging,Gas
House District 11,"Mccormick, Karen",15,12/17/21 0:00,Washed Up Car Wash,Longmont,CO,80501,Travel & Lodging,
House District 11,"Mccormick, Karen",78.1,12/21/21 0:00,Walgreens,Longmont,CO,80501,Office Equipment & Supplies,
House District 11,"Mccormick, Karen",63.08,12/21/21 0:00,Comcast,Centennial,CO,80112,Office Equipment & Supplies,
House District 11,"Mccormick, Karen",8.71,12/28/21 0:00,Act Blue Llc,Somerville,MA,2144,Bank Fees,Act Blue Fees
House District 11,"Mccormick, Karen",12,12/29/21 0:00,Google Llc,Mountain View,CA,94043,Office Equipment & Supplies,
House District 11,"Menza, Tara",10.3,4/11/22 0:00,Anedot,New Orleans,LA,70112,Fundraising Expenses,Anedot Donation Fee For Zuniga $250 #220411770471
House District 11,"Menza, Tara",250,4/18/22 0:00,Modern Media Management,Johnstown,CO,80534,Advertising,Campaign Website Development
House District 11,"Menza, Tara",137.24,4/19/22 0:00,Sticker Giant,Longmont,CO,80501,Advertising,Campaign Stickers
House District 11,"Menza, Tara",40,4/21/22 0:00,United States Postal Service,Niwot,CO,80544,Office Equipment & Supplies,"Stamps For Mailer, Campaign Lit, Thank You Cards."
House District 11,"Menza, Tara",8.3,4/22/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Donation Transaction Fee
House District 11,"Menza, Tara",3.6,4/24/22 0:00,Anedot,New Orleans,LA,70112,Bank Fees,Anedot Fee For 23Apr And 24Apr Anedot Donations
House District 12,"Bernett, Tracey",84,1/4/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",45,1/5/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,1/7/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",15.73,1/12/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,1/12/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,Business Cards
House District 12,"Bernett, Tracey",10.28,1/13/21 0:00,Venmo,New York,NY,10014,Miscellaneous,
House District 12,"Bernett, Tracey",1162.62,1/14/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",441.83,1/14/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",600,1/18/21 0:00,Andrew  Barton,Broomfield,CO,80021,Miscellaneous,Honorarium For Intern'S Assistance
House District 12,"Bernett, Tracey",502.5,1/18/21 0:00,Sara  Maginot,Boulder,CO,80301,Miscellaneous,Honorarium For Intern'S Assistance
House District 12,"Bernett, Tracey",416.79,1/19/21 0:00,Apple,Cupertino,CA,95014,Office Equipment & Supplies,Apple Technology
House District 12,"Bernett, Tracey",127.03,1/20/21 0:00,Apple,Cupertino,CA,95014,Office Equipment & Supplies,Apple Technology
House District 12,"Bernett, Tracey",343.62,1/28/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84.23,1/28/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",786.34,2/1/21 0:00,Apple,Cupertino,CA,95014,Office Equipment & Supplies,
House District 12,"Bernett, Tracey",293.26,2/2/21 0:00,Godaddy,Scottsdale,AZ,85260,Rent & Utilities,Domain Renewal
House District 12,"Bernett, Tracey",45,2/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,2/3/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",1232.52,2/4/21 0:00,Apple,Cupertino,CA,95014,Office Equipment & Supplies,Apple Technology
House District 12,"Bernett, Tracey",15.73,2/8/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,2/10/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,Business Cards
House District 12,"Bernett, Tracey",179.88,2/11/21 0:00,Siteground,Alexandria,VA,22314,Rent & Utilities,
House District 12,"Bernett, Tracey",217.64,2/11/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",49.77,2/11/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,2/12/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",217.64,2/25/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",49.77,2/25/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,3/2/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",49,3/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,3/8/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",4.44,3/8/21 0:00,East Simpson Coffee Company,Lafayette,CO,80026,"Food, Beverages and Meals",
House District 12,"Bernett, Tracey",11.5,3/11/21 0:00,Venmo,New York,NY,10014,Miscellaneous,
House District 12,"Bernett, Tracey",217.64,3/11/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",49.77,3/11/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,3/12/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,3/12/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,Business Cards
House District 12,"Bernett, Tracey",217.64,3/25/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",49.77,3/25/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,4/2/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",45,4/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,4/6/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",217.64,4/8/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",49.77,4/8/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,4/12/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",25.88,4/12/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",2,4/14/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,Business Cards
House District 12,"Bernett, Tracey",217.64,4/22/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",52,4/22/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,5/3/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",45,5/4/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,5/6/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",217.64,5/6/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",52,5/6/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,5/12/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,5/12/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,
House District 12,"Bernett, Tracey",217.64,5/20/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",52,5/20/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",867.3,6/1/21 0:00,Black Opal Strategies,Westminster,CO,80031,Consultant & Professional Services,
House District 12,"Bernett, Tracey",45,6/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,6/3/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",217.64,6/3/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",52,6/3/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,6/7/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,6/10/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,
House District 12,"Bernett, Tracey",15.73,6/14/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",323.46,6/17/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",81,6/17/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",395,6/18/21 0:00,The Council Of State Governments,Lexington,KY,40511,Travel & Lodging,
House District 12,"Bernett, Tracey",-45,6/18/21 0:00,The Council Of State Governments,Lexington,KY,40511,Returned Expenditure,Reimbursement For Part Of Expense.
House District 12,"Bernett, Tracey",84,7/2/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",217.64,7/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",52,7/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",45,7/2/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,7/6/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2.23,7/7/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",762.6,7/7/21 0:00,Black Opal Strategies,Westminster,CO,80031,Consultant & Professional Services,
House District 12,"Bernett, Tracey",25,7/12/21 0:00,Facebook,Menlo Park,CA,94025,Miscellaneous,
House District 12,"Bernett, Tracey",15.73,7/12/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,7/13/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,
House District 12,"Bernett, Tracey",522.37,7/15/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",151.73,7/15/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",799.94,7/29/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",278.62,7/29/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,8/3/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",45,8/3/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,8/6/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",25,8/9/21 0:00,Facebook,Menlo Park,CA,94025,Miscellaneous,
House District 12,"Bernett, Tracey",4.01,8/9/21 0:00,Facebook,Menlo Park,CA,94025,Miscellaneous,
House District 12,"Bernett, Tracey",15.73,8/12/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",799.94,8/12/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",278,8/12/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",2,8/12/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,
House District 12,"Bernett, Tracey",25,8/23/21 0:00,Facebook,Menlo Park,CA,94025,Miscellaneous,
House District 12,"Bernett, Tracey",262.5,8/23/21 0:00,Black Opal Strategies,Westminster,CO,80031,Employee Services,
House District 12,"Bernett, Tracey",799.94,8/26/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",272.86,8/26/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,9/2/21 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",45,9/2/21 0:00,Gusto,Denver,CO,80202,Miscellaneous,
House District 12,"Bernett, Tracey",153,9/3/21 0:00,Usps,Niwot,CO,80544,Miscellaneous,
House District 12,"Bernett, Tracey",15.73,9/7/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",10,9/9/21 0:00,Democratic Women Of Boulder County,Boulder,CO,80302,Miscellaneous,
House District 12,"Bernett, Tracey",799.94,9/9/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",272.86,9/9/21 0:00,Gusto,Denver,CO,80202,Miscellaneous,
House District 12,"Bernett, Tracey",15.73,9/13/21 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,9/14/21 0:00,1St Bank,Longmont,CO,80501,Bank Fees,
House District 12,"Bernett, Tracey",4.5,9/17/21 0:00,Brewing Market,Longmont,CO,80501,"Food, Beverages and Meals",
House District 12,"Bernett, Tracey",4.55,9/17/21 0:00,Facebook,Menlo Park,CA,94025,Advertising,
House District 12,"Bernett, Tracey",4.5,9/22/21 0:00,Brewing Market,Longmont,CO,80501,"Food, Beverages and Meals",
House District 12,"Bernett, Tracey",799.94,9/23/21 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",272.86,9/23/21 0:00,Gusto,Denver,CO,80202,Miscellaneous,
House District 12,"Bernett, Tracey",50,9/30/21 0:00,Boulder County Democratic Party,Boulder,CO,80303,Miscellaneous,
House District 12,"Bernett, Tracey",51,12/2/20 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,12/2/20 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",1108.01,12/3/20 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",416.23,12/3/20 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",-1108.01,12/3/20 0:00,Gusto,Denver,CO,80202,Employee Services,Offset Due To Update Of Filed Item
House District 12,"Bernett, Tracey",1108.01,12/3/20 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,12/7/20 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",-15.73,12/7/20 0:00,Zoom,San Jose,CA,95113,Miscellaneous,Offset Due To Update Of Filed Item
House District 12,"Bernett, Tracey",15.73,12/7/20 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,12/10/20 0:00,1St Bank,Longmont,CO,80501,Bank Fees,Business Cards
House District 12,"Bernett, Tracey",15.73,12/14/20 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",3.53,12/17/20 0:00,Brewing Market Coffee Lafayette,Lafayette,CO,80026,"Food, Beverages and Meals",
House District 12,"Bernett, Tracey",1161.87,12/17/20 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",442.58,12/17/20 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",18,12/24/20 0:00,Zoho,Austin,TX,78744,Miscellaneous,
House District 12,"Bernett, Tracey",4.18,12/27/20 0:00,Brewing Market,Longmont,CO,80501,"Food, Beverages and Meals",
House District 12,"Bernett, Tracey",122.28,12/30/20 0:00,Zoho,Austin,TX,78744,Miscellaneous,
House District 12,"Bernett, Tracey",1161.87,12/30/20 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",442.58,12/30/20 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",84,1/3/22 0:00,Google,Mountain View,CA,94043,Miscellaneous,
House District 12,"Bernett, Tracey",45,1/4/22 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",15.73,1/6/22 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",7.9,1/9/21 0:00,Actblue,Somerville,MA,2144,Miscellaneous,
House District 12,"Bernett, Tracey",34.57,1/10/21 0:00,Actblue,Somerville,MA,2144,Miscellaneous,
House District 12,"Bernett, Tracey",15.73,1/12/22 0:00,Zoom,San Jose,CA,95113,Miscellaneous,
House District 12,"Bernett, Tracey",2,1/12/22 0:00,1St Bank,Longmont,CO,80501,Bank Fees,
House District 12,"Bernett, Tracey",323.46,1/13/22 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",81,1/13/22 0:00,Gusto,Denver,CO,80202,Employee Services,
House District 12,"Bernett, Tracey",767.5,1/14/22 0:00,Black Opal Strategies,Westminster,CO,80031,Consultant & Professional Services,
House District 12,"Bernett, Tracey",52.34,1/16/22 0:00,Actblue,Somerville,MA,2144,Miscellaneous,
House District 12,"Bernett, Tracey",179.88,1/24/22 0:00,Siteground,Alexandria,VA,22314,Miscellaneous,
