committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Colorado Republican Committee Political Action Committee,Political Committee,5.5,6/2/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Colorado Republican Committee Small Donor Committee,Small Donor Committee,2.5,6/2/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Friends Of Colorado Hospitals (F/K/A Hospitals Express Legislative Preference),Political Committee,25.95,6/2/21 0:00,,,,,Bank Fees,Jun Cc Merchant Fee
Griswold Leadership Pac,Political Committee,350,6/2/21 0:00,Rkg Development,Lafayette,CO,80026,Consultant & Professional Services,Compliance Consulting
Griswold Leadership Pac,Political Committee,500,6/2/21 0:00,Celia  Stockwell,Boulder,CO,80304,Consultant & Professional Services,Fundraising Consulting
Leroy Garcia Leadership Fund,Political Committee,3350,6/2/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,Caucus Dues To The Dscf
Nurses For Politcal Action In Colorado (N-Pac),Political Committee,10,6/2/21 0:00,Umb Bank,Denver,CO,80218,Bank Fees,
The Coleman Leadership Fund,Political Committee,1.03,6/2/21 0:00,Patreon Inc.,Pali Alto,CA,94306,Other,Subscription
Colorado Democratic Party,Political Party Committee,42.11,6/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,22.2,6/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Democratic Party,Political Party Committee,1.8,6/3/21 0:00,First Data,Atlanta,GA,30342,Bank Fees,Merchant Fees
Colorado Republican Committee,Political Party Committee,3,6/3/21 0:00,Citywide Bank,Aurora,CO,80010,Bank Fees,Bank Fees
Investher,Political Committee,50,6/3/21 0:00,Squarespace Inc.,New York,NY,10014,Other,Website And Email Hosting And Maintenance
Leroy Garcia Leadership Fund,Political Committee,80.83,6/3/21 0:00,La Loma,Denver,CO,80202,"Food, Beverages and Meals",Meeting
Colorado Civil Justice League Pac,Political Committee,35,6/4/21 0:00,Citywide Banks,Aurora,CO,80010,Bank Fees,
Colorado Civil Justice League Pac,Political Committee,-400,6/4/21 0:00,Patrick For Colorado,Castle Rock,CO,80104,Returned Expenditure,Check Was Not Deposited.
Colorado Democratic Party,Political Party Committee,2621.18,6/4/21 0:00,Matthew  Mcgovern,Denver,CO,80203,Employee Services,Payroll
Colorado Democratic Party,Political Party Committee,148.48,6/4/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,649.13,6/4/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,563.7,6/4/21 0:00,Madeline R Zann,Denver,CO,80206,Employee Services,Payroll
Serena Lucha Leadership Fund,Political Committee,100,6/5/21 0:00,Naleo,Washington,DC,20003,Contributions,
Sierra Club Small Donor Committee,Small Donor Committee,0.17,6/6/21 0:00,,,,,Bank Fees,Act Blue Check Fees
Colorado Democratic Party,Political Party Committee,74.4,6/7/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software License Fees
Colorado Democratic Party,Political Party Committee,32.24,6/7/21 0:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,Software License Fees
Colorado Radiological Society Political Committee,Political Committee,5,6/7/21 0:00,,,,,Bank Fees,
Dcta Fund (Formerly Political Action Committee),Small Donor Committee,4000,6/7/21 0:00,Kristen  Seidel,Denver,CO,80224,Consultant & Professional Services,Consulting
Garnett Leadership Fund,Political Committee,400,6/7/21 0:00,Starbucks,Denver,CO,80218,Gifts,Gift Cards
Leroy Garcia Leadership Fund,Political Committee,22.14,6/7/21 0:00,Coors Field,Denver,CO,80205,Entertainment,Meeting Expense
Unite Colorado,Political Committee,250,6/7/21 0:00,Polestar,Denver,CO,80203,Consultant & Professional Services,Monthly Consulting Fee
Wine And Spirits Wholesalers Of Colorado Inc Pac,Political Committee,15,6/7/21 0:00,Bank Of America,Denver,CO,80206,Bank Fees,Remote Deposit Monthly Fee
Colorado Bankers Association State Pac,Political Committee,5000,6/8/21 0:00,Colorado Bankers Association,Denver,CO,80203,Other,Annual Administration Fee
Dcta Fund (Formerly Political Action Committee),Small Donor Committee,150,6/8/21 0:00,Secretary Of State,Denver,CO,80290,Other,Sos Late Filing Fee
Leroy Garcia Leadership Fund,Political Committee,11.3,6/8/21 0:00,Starbucks,Denver,CO,80203,"Food, Beverages and Meals",Coffee
Leroy Garcia Leadership Fund,Political Committee,83.75,6/8/21 0:00,Sports Column,Denver,CO,80202,"Food, Beverages and Meals",Meeting
Valdez For Colorado Rainbow Fund,Political Committee,18,6/8/21 0:00,Zoho,Pleasantville,CA,94588,Consultant & Professional Services,
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,0.97,6/9/21 0:00,Stripe,San Francisco,CA,94107,Bank Fees,
Combine,Small Donor Committee,40,6/9/21 0:00,Wild Apricot,Toronto,CA,ON M5J 2L7,Advertising,Wild Apricot Association Management Website
Griswold Leadership Pac,Political Committee,2,6/9/21 0:00,,,,,Bank Fees,
Investher,Political Committee,119.4,6/9/21 0:00,Canva,,CO,,Office Equipment & Supplies,"One-Year Subscription To Canva.Com Publishing Software (This Company Is Based In Australia, So The City, State, And Zip Are Left Blank Below)"
Leroy Garcia Leadership Fund,Political Committee,314.39,6/9/21 0:00,Ocean Prime,Denver,CO,80202,"Food, Beverages and Meals",Meeting
Pueblo County Teachers' Association Small Donor Committee (Pcta Sdc),Small Donor Committee,327,6/9/21 0:00,,,,,Other,"688.22 Is A Balance That Is Reflected From 2010 That Is Listed Within The Secretary Of State Small Donor Committee Report,  Not Reflected On Any Of Our Sdc Bank Statements.  
This Is To Resolve This Issue In Our Reports  From Sos Office."
Pueblo County Teachers' Association Small Donor Committee (Pcta Sdc),Small Donor Committee,341.22,6/9/21 0:00,,,,,Other,"688.22 Is A Balance That Is Reflected From 2010 That Is Listed Within The Secretary Of State Small Donor Committee Report,  Not Reflected On Any Of Our Sdc Bank Statements.  
This Is To Resolve This Issue In Our Reports  From Sos Office."
Colorado Federation Of College Republicans - Political Committee,Political Committee,12,6/10/21 0:00,Squarespace,New York,NY,10014,Miscellaneous,
Edie Hooton Leadership Fund,Political Committee,13.93,6/10/21 0:00,Firstbank,Boulder,CO,80302,Bank Fees,
Foothills Republicans,Political Committee,168,6/10/21 0:00,Mary  Everson,Littleton,CO,80127,Other,Reimburse Mary Everson For Website Expenses
Leadership For Educational Equity - Colorado Pac,Political Committee,61.88,6/10/21 0:00,Leadership For Educational Equity,Washington,DC,20001,Consultant & Professional Services,
Leroy Garcia Leadership Fund,Political Committee,1,6/10/21 0:00,Denver City And County Parking Division,Denver,CO,80202,Travel & Lodging,Parking Meter
Leroy Garcia Leadership Fund,Political Committee,1.25,6/10/21 0:00,Denver City And County Parking Division,Denver,CO,80202,Travel & Lodging,Parking Meter
Leroy Garcia Leadership Fund,Political Committee,75.48,6/10/21 0:00,Stk Steakhouse,Denver,CO,80202,"Food, Beverages and Meals",Meeting
United Colorado Committee,Political Party Committee,71.9,6/10/21 0:00,Vistaprint,Waltham,MA,2451,Office Equipment & Supplies,In Kind - Parade Banner
United Colorado Committee,Political Party Committee,150,6/10/21 0:00,Downing Events,Highlands Ranch,CO,80129,Other,In Kind - Parade Entry Fee
Colorado Medical Society Small Donor Committee,Small Donor Committee,18.49,6/11/21 0:00,Wells Fargo Bank,Greenwood Village,CO,80112,Bank Fees,
Colorado Private School Association Political Committee (Cpsa),Political Committee,24.97,6/11/21 0:00,,,,,Bank Fees,
Doctors Company Colorado Pac (Colorado Docpac),Political Committee,152.96,6/11/21 0:00,Wells Fargo Bank,Santa Rosa,CA,95401,Bank Fees,Monthly Bank Fees
Friends Of Colorado Hospitals (F/K/A Hospitals Express Legislative Preference),Political Committee,51.63,6/11/21 0:00,,,,,Bank Fees,Jun Bank Fee
Leroy Garcia Leadership Fund,Political Committee,1.75,6/11/21 0:00,Denver City And County Parking Division,Denver,CO,80202,Travel & Lodging,Parking Meter
Verizon Good Government Club Of Colorado,Political Committee,10.19,6/11/21 0:00,"Wells Fargo, N.A.",Charlotte,NC,28262,Bank Fees,Bank Fees
United Colorado Committee,Political Party Committee,10,6/12/21 0:00,Godaddy.Com,Scottsdale,AZ,85260,Rent & Utilities,In Kind - Web Hosting
Colorado Working Families Party Small Donor Committee,Small Donor Committee,1.48,6/13/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Blueflower Fund,Small Donor Committee,29.37,6/14/21 0:00,Whole Foods,Denver,CO,80206,"Food, Beverages and Meals",Food For Board Retreat
Blueflower Fund,Small Donor Committee,16.3,6/14/21 0:00,Zoom Video Communications,San Jose,CA,95133,Office Equipment & Supplies,
Colorado Dental Small Donor Committee,Small Donor Committee,6.22,6/14/21 0:00,Bok Financial,Denver,CO,80217-5945,Miscellaneous,Bank Fees
Leroy Garcia Leadership Fund,Political Committee,2,6/14/21 0:00,Denver City And County Parking Division,Denver,CO,80202,Travel & Lodging,Parking Meter
Leroy Garcia Leadership Fund,Political Committee,2,6/14/21 0:00,Denver City And County Parking Division,Denver,CO,80202,Travel & Lodging,Parking Meter
Leroy Garcia Leadership Fund,Political Committee,200,6/14/21 0:00,Brittany Pettersen For Colorado,Lakewood,CO,80226,Contributions,Contribution
Leroy Garcia Leadership Fund,Political Committee,96.3,6/14/21 0:00,Cruise Room At The Oxford Hotel,Denver,CO,80202,"Food, Beverages and Meals",Meeting
Leroy Garcia Leadership Fund,Political Committee,196.51,6/14/21 0:00,Urban Farmer,Denver,CO,80202,"Food, Beverages and Meals",Meeting
Leroy Garcia Leadership Fund,Political Committee,43.07,6/14/21 0:00,A Cab Taxi,Las Vegas,NV,89101,Travel & Lodging,Taxi
Pettersen Pac,Political Committee,5,6/14/21 0:00,Us Bank,Lakewood,CO,80227,Bank Fees,
Tracy Kraft-Tharp Leadership Fund,Political Committee,6.59,6/14/21 0:00,Jacks,Arvada,CO,80005,"Food, Beverages and Meals",Meeting
Ufcw Active Ballot Club Education Fund Colorado Sdc,Small Donor Committee,1500,6/14/21 0:00,Friends Of Karen Bigelow,Thornton,CO,80602,Contributions,
United Mine Workers Of America,Political Committee,500,6/14/21 0:00,,,,,Contributions,Contribution To Non-Co Candidates
Fund For Educational Progress (Fep),Small Donor Committee,3000,6/15/21 0:00,Kristin For Cherry Creek School District,Englewood,CO,80111,Contributions,Contribution To Campaign Committee For Kristin Allan
Investher,Political Committee,86.94,6/15/21 0:00,C&D Printing,Denver,CO,80212,Other,"Printing, Thank You Cards"
The Presidential Coalition - Colorado,Small Donor Committee,29.99,6/15/21 0:00,Bank Of America,Wilmington,DE,19850,Bank Fees,Misc Bank Fees
Ufcw Active Ballot Club Education Fund Colorado Sdc,Small Donor Committee,5000,6/15/21 0:00,Jena Griswold For Colorado,Redacted,CO,0,Contributions,
Ufcw Active Ballot Club Education Fund Colorado Sdc,Small Donor Committee,1500,6/15/21 0:00,Citizens For Kate Miya,Thornton,CO,80241,Contributions,
Ufcw Active Ballot Club Education Fund Colorado Sdc,Small Donor Committee,2500,6/15/21 0:00,Committee To Elect Roberta Ayala,Thornton,CO,80233,Contributions,
Ufcw Active Ballot Club Education Fund Colorado Sdc,Small Donor Committee,2500,6/15/21 0:00,Fung For Colorado,Aurora,CO,80017,Contributions,
Building Bridges For Colorado,Political Committee,2,6/16/21 0:00,1St Bank,Lakewood,CO,80215,Bank Fees,
Atmos Energy Corporation Pac,Political Committee,2500,6/17/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,Political Contribution
Colorado Physical Therapy Pac,Political Committee,56.74,6/17/21 0:00,Civica Acquisitions,Aurora,CO,80014,Miscellaneous,Credit Card Fees
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,0.74,6/17/21 0:00,Stripe,San Francisco,CA,94107,Bank Fees,
Leroy Garcia Leadership Fund,Political Committee,11,6/17/21 0:00,Colorado Springs Airport,Colorado Springs,CO,80916,Travel & Lodging,Parking
Colorado Democratic Party,Political Party Committee,2621.19,6/18/21 0:00,Matthew  Mcgovern,Denver,CO,80203,Employee Services,Payroll
Colorado Democratic Party,Political Party Committee,750.03,6/18/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,649.12,6/18/21 0:00,Paychex,Norristown,PA,19403,Employee Services,Payroll Taxes
Colorado Democratic Party,Political Party Committee,1862,6/18/21 0:00,Madeline R Zann,Denver,CO,80206,Employee Services,Payroll
Leroy Garcia Leadership Fund,Political Committee,35,6/18/21 0:00,United Airlines,Chicago,IL,60606,Travel & Lodging,Bag Fee
Democratic Party Congressional District 4 Colorado,Political Party Committee,9.11,6/19/21 0:00,Actblue Technical Services,Somervill,MA,2144,Bank Fees,June 19 Cc Meeting Actblue Fees
Buckner For Colorado Leadership Fund,Political Committee,1500,6/20/21 0:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
Colorado State Assn. Of Health Underwriters Pac (Csahu),Political Committee,12.4,6/20/21 0:00,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
Colorado Working Families Party Small Donor Committee,Small Donor Committee,0.77,6/20/21 0:00,Actblue Technical Services,Somerville,MA,2144,Fundraising Expenses,
Colorado Democratic Party,Political Party Committee,85000,6/21/21 0:00,Jena Griswold For Colorado,Louisville,CO,80027,Contributions,Contribution
Copic Political Committee,Political Committee,550,6/21/21 0:00,Garnett Leadership Fund,Denver,CO,80218,Contributions,Miscellaneous Campaign Contribution
Copic Political Committee,Political Committee,550,6/21/21 0:00,Leroy Garcia Leadership Fund,Pueblo,CO,81005,Contributions,Miscellaneous Campaign Contribution
Copic Political Committee,Political Committee,550,6/21/21 0:00,The Murse Pac,Northglenn,CO,80234,Contributions,Miscellaneous Campaign Contribution
Copic Political Committee,Political Committee,400,6/21/21 0:00,Kyle Mullica For Hd 34,Northglenn,CO,80234,Contributions,Miscellaneous Campaign Contribution
Copic Small Donor Committee,Small Donor Committee,2000,6/21/21 0:00,Elect Judy Amabile,Boulder,CO,80302,Contributions,Miscellaneous Campaign Contribution
Copic Small Donor Committee,Small Donor Committee,2000,6/21/21 0:00,Lindsey For Colorado,Arvada,CO,80002,Contributions,Miscellaneous Campaign Contribution
Copic Small Donor Committee,Small Donor Committee,2000,6/21/21 0:00,Karen For Co,Longmont,CO,80503,Contributions,Miscellaneous Campaign Contribution
Copic Small Donor Committee,Small Donor Committee,2000,6/21/21 0:00,Kyle Mullica For Hd 34,Northglenn,CO,80234,Contributions,Miscellaneous Campaign Contribution
Farmers Employees And Agent Pac (Feapac),Political Committee,400,6/21/21 0:00,Elect Tim Geitner,Falcon,CO,80831,Contributions,
Leroy Garcia Leadership Fund,Political Committee,1.75,6/21/21 0:00,Denver City And County Parking Division,Denver,CO,80202,Travel & Lodging,Parking Meter
Leroy Garcia Leadership Fund,Political Committee,38,6/21/21 0:00,Moxy Bar At Moxy Hotel By Marriott Denver,Denver,CO,80206,"Food, Beverages and Meals",Meeting Expense
Leroy Garcia Leadership Fund,Political Committee,109.45,6/21/21 0:00,Toro Latin Kitchen And Lounge,Denver,CO,80206,"Food, Beverages and Meals",Meeting Expense
Pipefitters Local 208 Political Education Committee,Small Donor Committee,500,6/21/21 0:00,Chrystal Muriillo,Aurora,CO,80044,Contributions,Chrystal Murillo
Pipefitters Local 208 Political Education Committee,Small Donor Committee,500,6/21/21 0:00,Fernando Branch,Centennial,CO,80122,Contributions,Fernando Branch
Pipefitters Local 208 Political Education Committee,Small Donor Committee,500,6/21/21 0:00,Jena Griswold For Colorado,Louisville,CO,80027,Contributions,John Ronquillo
Black Women For Criminal Justice Reform,Small Donor Committee,0.04,6/22/21 0:00,,,,,Fundraising Expenses,
Colorado Democratic Party,Political Party Committee,2000,6/22/21 0:00,"Tierney Lawrence, Llp",Denver,CO,80203,Consultant & Professional Services,Legal Fees
Colorado State Fraternal Order Of Police Small Donor Committee (Fop),Small Donor Committee,250,6/22/21 0:00,Colorado Republican Leadership Fund,Denver,CO,80205,Contributions,
Leroy Garcia Leadership Fund,Political Committee,5.7,6/22/21 0:00,Caffeinated Cow,Colorado Springs,CO,80905,"Food, Beverages and Meals",Coffee
Pete Lee Leadership Fund,Political Committee,11,6/22/21 0:00,,,,,Office Equipment & Supplies,Postage
Pete Lee Leadership Fund,Political Committee,200,6/22/21 0:00,Jena Griswold For Colorado,Redacted,CO,0,Contributions,
Public Education Committee,Small Donor Committee,3000,6/22/21 0:00,Jena Griswold For Colorado,Redacted,CO,0,Contributions,
Public Education Committee,Small Donor Committee,3000,6/22/21 0:00,Dave Young For Colorado,Greeley,CO,80631,Contributions,
Uaw Region 8 Southwest States Pac (Colorado),Small Donor Committee,7,6/22/21 0:00,,,,,Bank Fees,
Builders Supporting Home Ownership - Small Donor,Small Donor Committee,50,6/23/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Fcpa Penalty  Report Due 10-19-2020
Builders Supporting Home Ownership - Small Donor,Small Donor Committee,-50,6/23/21 0:00,Colorado Secretary Of State,Denver,CO,80290,Other,Offset Due To Update Of Filed Item - Fcpa Penalty  Report Due 10-19-2020
Colorado Committee Of Auto Retailers (Colo C.A.R.),Political Committee,2500,6/23/21 0:00,Restore Colorado Leadership Fund,Loveland,CO,80537,Contributions,
Fields For Colorado Leadership Fund,Political Committee,60,6/23/21 0:00,Senate Services Fund,Denver,CO,80203,"Food, Beverages and Meals",
