District,candidate,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 10,"Hooton, Edie",886.56,2/4/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",62,2/9/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",485.34,2/10/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",98,2/10/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,2/10/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",886.56,2/10/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",65.42,2/18/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1214.29,2/22/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,2/22/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",62,2/25/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",493.9,2/26/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1214.29,3/4/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",277.05,3/4/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,3/4/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",62,3/9/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",392.92,3/10/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",98,3/10/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,3/12/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",65.42,3/18/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1215.29,3/18/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",277.05,3/18/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",251.76,3/22/21 0:00,Godaddy,Scottsdale,AZ,85260,Other,Website
House District 10,"Hooton, Edie",61,3/25/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",384.36,3/26/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1215.29,4/2/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",277.05,4/2/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",25.85,4/2/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",61,4/2/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",388.66,4/9/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",98,4/13/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,4/14/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",65.42,4/19/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1215.29,4/19/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",277.05,4/19/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",129.29,4/19/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",61,4/22/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",405.78,4/23/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",153.03,4/27/21 0:00,Godaddy,Scottsdale,AZ,85260,Other,Website
House District 10,"Hooton, Edie",1215.29,5/4/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",775.74,5/4/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",25.85,5/4/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",98,5/10/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",61,5/10/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",471.28,5/12/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",2,5/12/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",65.42,5/18/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1215.29,5/19/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",775.74,5/19/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",25.87,5/19/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",61,5/25/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",471.24,5/26/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1215.29,6/3/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",775.74,6/3/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,6/3/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",98,6/10/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",61,6/10/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",2,6/10/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",475.54,6/11/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1215.29,6/17/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",775.74,6/17/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",25.85,6/17/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",65.42,6/21/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",61,6/24/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",471.28,6/25/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1011.23,7/2/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",129.29,7/2/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1215.29,7/3/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",61,7/8/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",598.56,7/9/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",98,7/13/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,7/13/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",65.42,7/19/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1215.29,7/20/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1011.23,7/20/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,7/20/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",61,7/22/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",514.56,7/23/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",10,7/26/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",104.15,7/27/21 0:00,Godaddy,Scottsdale,AZ,85260,Other,Website
House District 10,"Hooton, Edie",1215.29,8/4/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1011.23,8/4/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",25.85,8/4/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",98,8/10/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",61,8/10/21 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",510.3,8/11/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",2,8/12/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",62.99,8/18/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",2355.81,8/19/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",596.19,8/19/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",45,8/19/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",2278.24,9/2/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",576.52,9/2/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",100,9/14/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,9/14/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",1011.23,9/17/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,9/17/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1215.29,9/17/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",619.6,9/17/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",65.42,9/20/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1329.84,12/3/20 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",986.43,12/3/20 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,12/3/20 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",3000,12/8/20 0:00,Colorado Democratic Party Political Committee,Denver,CO,80203,Contributions,
House District 10,"Hooton, Edie",48,12/10/20 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",2,12/10/20 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",486.25,12/11/20 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",98,12/14/20 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",65.42,12/21/20 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1329.84,12/21/20 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",986.43,12/21/20 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",48,12/24/20 0:00,Colorado Dept. Of Revenue,Denver,CO,80261,Other,Taxes
House District 10,"Hooton, Edie",477.69,12/28/20 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1067.14,1/4/22 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",835.53,1/4/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",253.58,1/4/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",714.7,1/5/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",1369.26,1/5/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",2,1/12/22 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",129,1/13/22 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",65.42,1/18/22 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",748.38,1/19/22 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",714.7,1/20/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",1369.26,1/20/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",253.58,1/20/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",714.7,2/5/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",1369.26,2/5/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",253.58,2/5/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",98,2/10/22 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,2/10/22 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",748.38,2/17/22 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",72.69,2/18/22 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1369.26,2/20/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",714.7,2/20/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",114.06,2/20/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1524.64,3/3/22 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",714.7,3/5/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",253.58,3/5/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1369.26,3/5/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",92,3/14/22 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,3/14/22 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",738.18,3/17/22 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",72.69,3/18/22 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",714.7,3/20/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",253.58,3/20/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1369.26,3/20/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",251.76,3/21/22 0:00,Godaddy,Scottsdale,AZ,85260,Other,Website
House District 10,"Hooton, Edie",738.18,4/4/22 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",714.7,4/5/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",253.58,4/5/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1369.26,4/5/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",98,4/13/22 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,4/13/22 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",72.69,4/18/22 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",699.97,4/19/22 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",714.7,4/20/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",103.44,4/20/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1369.26,4/20/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",714.7,5/4/22 0:00,Paxton  Hyde,Denver,CO,80203,Employee Services,
House District 10,"Hooton, Edie",1215.29,5/4/22 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",407.55,5/4/22 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",733.14,5/4/22 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",98,5/11/22 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",576.52,10/4/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1215.29,10/5/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,10/5/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1011.23,10/5/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",98,10/8/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",2,10/12/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",65.42,10/13/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",1215.29,10/20/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",77.57,10/20/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1011.23,10/20/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",581.28,10/20/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",576.52,11/4/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1215.29,11/5/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,11/5/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1011.23,11/5/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",2,11/10/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",98,11/10/21 0:00,Easytrack Payroll,Boulder,CO,80303,Consultant & Professional Services,
House District 10,"Hooton, Edie",65.42,11/12/21 0:00,Mailchimp,Atlanta,GA,30308,Other,Email
House District 10,"Hooton, Edie",576.52,11/18/21 0:00,Internal Revenue Service,Denver,CO,80202,Other,Taxes
House District 10,"Hooton, Edie",1215.29,11/20/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",51.72,11/20/21 0:00,William  Truesdell,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",1011.23,11/20/21 0:00,Cooper  Bohm,Boulder,CO,80304,Employee Services,
House District 10,"Hooton, Edie",17.8,11/30/21 0:00,Firstbank,Boulder,CO,80301,Bank Fees,
House District 10,"Hooton, Edie",1366.99,12/5/21 0:00,Richard J Valenty,Boulder,CO,80304,Employee Services,
